username,timestamp,text,team,sentiment,sentiment_score,context_sentiment,context_modifiers,vader_scores,emoji_sentiment
REGGIE,2024-11-09T19:21:45.000Z,Honestly Coach McCarthy has given me the best stretch of Dallas cowboy football in my lifetime. 3 straight seasons of 12-5. We never even made the playoffs wit Jason Garrett in back 2 back seasons. The FO failed coach Mike in the offseason,Dallas Cowboys,positive,0.42018,0.0,{},"{'neg': 0.063, 'neu': 0.763, 'pos': 0.174, 'compound': 0.7003}",0
Jose Arita,2024-11-09T19:21:03.000Z,How are we feeling for tomorrow vs eagles?,Dallas Cowboys,positive,0.0768,0.0,{},"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}",0
Star Sports Tours,2024-11-09T19:19:35.000Z,Our #PHIvsDAL raffle prize is a Micah Parsons signed game day ball! Winner will be announced TOMORROW 11/10 at our Legends Tailgate Party - 1PM - MUST BE PRESENT TO WIN! #DallasCowboys #OnlyWithSST #CowboysTravel #CowboysNation #WeDemBoyz #meetandgreet #raffleprize #prize,Dallas Cowboys,positive,0.6480599999999999,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.9551}",0
Let’s Talk Cowboys,2024-11-09T19:18:01.000Z,Check out my video where I explain to Cam Newton WHY the Dallas Cowboys ARE America's team and why he and every other network will continue to discuss them! #cowboys #cowboysnation #camnewton,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
SportsChic,2024-11-09T19:17:25.000Z,Cowboys Nation the Cowboys have elevated a few players from the practice squad. #DallasCowboys,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Jake Weiss,2024-11-09T19:14:46.000Z,just seen the dallas cowboys starting qb job listed as a temu black friday deal,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Daddy,2024-11-09T19:14:09.000Z,Who should be the coach for Dallas Cowboys in 2025? #DallasCowboys #NFL,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
NFL Insiders,2024-11-09T19:12:14.000Z,Cowboys owner Jerry Jones shuts down any trade talk around Micah Parsons emphasizing his importance to the team’s future.#DallasCowboys #MicahParsons #NFL,Dallas Cowboys,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0
David,2024-11-09T19:06:28.000Z,Which is your favorite 2010-19 Eagles Cowboys memory? DeSean Jackson backdrop into the endzone Brandon Boykin clinches NFC East with an INT LeSean Shady McCoy feasts on Dallas for Thanksgiving with 159 yds Jordan Matthews 41-yd TD to beat Cowboys in OT,Dallas Cowboys,negative,-0.10674,0.0,{},"{'neg': 0.069, 'neu': 0.875, 'pos': 0.056, 'compound': -0.1779}",0
Tommy Yarrish,2024-11-09T19:06:09.000Z,The #DallasCowboys have elevated DB Josh Butler and WR Jalen Moreno-Cropper from the practice squad ahead of tomorrow’s game against the Eagles.,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
F3 TheOracle AO,2024-11-09T19:02:18.000Z,Burpees were part of the game plan as Mufasa was all about the Philadelphia Eagles this morning in a well executed beatdown for the PAX of while non-stop bashing of all things Dallas Cowboys!! Lots of laughs and plenty of sh*t talking! Thanks for leading.,Dallas Cowboys,positive,0.50598,0.0,{},"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.8433}",0
Sports World,2024-11-09T19:01:10.000Z,Get more inspiration from our pros every live on TikTok Mon Tues and Wed at 7:30pm EST #SteveGrant #DallasCowboys #Footbal #NFL #Faith #Jesus #Christian #inspire #Sports #Sports #SportsWorld,Dallas Cowboys,positive,0.5283,0.0,{},"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8805}",0
Titan Anderson,2024-11-09T19:00:18.000Z,Fake Fans Used to be Fans this is Hilarious …,Dallas Cowboys,negative,-0.061619999999999994,0.0,{},"{'neg': 0.225, 'neu': 0.58, 'pos': 0.196, 'compound': -0.1027}",0
Brandon Jones,2024-11-09T18:56:53.000Z,What Belichick owns the Dallas Cowboys,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
The Eagle's Nest Report,2024-11-09T18:25:03.000Z,The Eagle's Nest Report. Philadelphia Eagles News. Eagles Have Devonta smith AJ Brown Dallas Goedert In Injury Report And They All Will Play Against Cowboys.,Dallas Cowboys,negative,-0.061619999999999994,0.0,{},"{'neg': 0.077, 'neu': 0.856, 'pos': 0.066, 'compound': -0.1027}",0
Staches,2024-11-09T18:23:26.000Z,hey assholes can you just put dak on ir already you are 3-5 and seemed to intentionally sabotage your own offense to spite him during the offseason only to then give him 240 million not sure there is any reason for him to play in the next month or even this year,Dallas Cowboys,negative,-0.54204,0.0,{},"{'neg': 0.231, 'neu': 0.731, 'pos': 0.038, 'compound': -0.9034}",0
tesla hunter,2024-11-09T18:23:11.000Z,the democrats are the dallas cowboys of political parties,Dallas Cowboys,positive,0.24113999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0
610Podcast,2024-11-09T18:22:40.000Z,Hear from Nick Sirianni Vic Fangio and the Philadelphia Eagles players leading up to their NFC East showdown against their hated rival the Dallas Cowboys! #FlyEaglesFly #Philadelphia #Eagles #NFLonX,Dallas Cowboys,negative,-0.50868,0.0,{},"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.8478}",0
Angel Cabradilla,2024-11-09T18:22:00.000Z,Handing out Dallas Cowboys 2024 midseason awards via,Dallas Cowboys,positive,0.27527999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0
k9whore,2024-11-09T18:20:43.000Z,I let my Dog goes #Raiders #Bears #cousins #Vikings #DallasCowboys #girlsanddogs #horselove #bf #doggystyles #Beastmode #BeastBeat #beastiality #zoophillia #zoophiletwt #zoophilia #zoophile #zooprideisvalid #zoo,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Dallas Cowboys Plug,2024-11-09T18:20:33.000Z,Cowboys got me like….,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Charley,2024-11-09T18:18:01.000Z,Fuck their pronouns,Dallas Cowboys,negative,-0.32538,0.0,{},"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",0
KewlJoe,2024-11-09T18:15:34.000Z,Being a Dallas Cowboys fan and getting news our franchise QB is injured!,Dallas Cowboys,negative,-0.10554,0.0,{},"{'neg': 0.155, 'neu': 0.726, 'pos': 0.119, 'compound': -0.1759}",0
Dallas Stars Bee,2024-11-09T17:59:14.000Z,Dak Prescott aims to avoid surgery on his hamstring and is determined to return this season according to Jerry Jones. Hopeful news for Cowboys fans! #CowboysNation #DakPrescott Read more: #DallasTweetsFreeWith #BHiveNectar,Dallas Cowboys,positive,0.35087999999999997,0.0,{},"{'neg': 0.058, 'neu': 0.786, 'pos': 0.157, 'compound': 0.5848}",0
90 miles like matt barnes,2024-11-09T17:56:23.000Z,watching georgia tech do jet sweeps is frustrating bc this is what wants to do but can’t lol,Dallas Cowboys,positive,0.24708,0.0,{},"{'neg': 0.09, 'neu': 0.739, 'pos': 0.171, 'compound': 0.4118}",0
@JeffreySWFL,2024-11-09T17:52:07.000Z,What concerns me with the Eagles is they will be at full strength with their full arsenal. Cowboys don't need to improve or talk more. They need transformation & a new identity. If Dallas wins this weekend it means they became a team unrecognizable to us this season.,Dallas Cowboys,positive,0.40187999999999996,0.0,{},"{'neg': 0.041, 'neu': 0.843, 'pos': 0.116, 'compound': 0.6698}",0
Chase Senior,2024-11-09T17:44:59.000Z,Some MAJOR Philadelphia Eagles injury news before they play the Dallas Cowboys tomorrow For the first time since WEEK 1 AJ Brown DeVonta Smith and Dallas Goedert will be on the field at the same time. #Eagles,Dallas Cowboys,negative,-0.061619999999999994,0.0,{},"{'neg': 0.057, 'neu': 0.894, 'pos': 0.049, 'compound': -0.1027}",0
Errol Marks,2024-11-09T17:42:29.000Z,Should the #Cowboys TRADE #MicahParsons this offseason? Is Micah SPOT ON about the #Giants being a STUPID organization for letting #SaquonBarkley go to the #Eagles ? I explain here… #nfl #nfceast #nygiants #philadelphiaeagles #dallascowboys #joeschoen #jerryjones #football,Dallas Cowboys,negative,-0.34818,0.0,{},"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.5803}",0
Mike Phillips,2024-11-09T17:41:00.000Z,Why can't the #DallasCowboys get things right this season? thinks last year's home playoff loss to the Packers has led to a hangover effect. Find out why and listen to more of our #NFL conversation on my podcast here:,Dallas Cowboys,negative,-0.19091999999999998,0.0,"{'outcome': 'loss', 'season_positive': 'playoff'}","{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.3182}",0
ScottyDontt,2024-11-09T17:37:27.000Z,Dead like the cowboys season #DallasCowboys #jerryselltheteam,Dallas Cowboys,negative,-0.25289999999999996,0.0,{},"{'neg': 0.312, 'neu': 0.507, 'pos': 0.181, 'compound': -0.4215}",0
Jahmeir D. ✭,2024-11-09T17:28:16.000Z,GET ISAIAH BOND TO THE DALLAS COWBOYS MAN,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Philly Sports Network,2024-11-09T17:30:00.000Z,Eagles vs Cowboys: Abysmal road record allows Dallas to dominate NFC East rivalry | | #FlyEaglesFly,Dallas Cowboys,negative,-0.38214,0.0,{},"{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.6369}",0
Brandon Loree,2024-11-09T17:12:11.000Z,#Cowboys Mike McCarthy is listed as the coach under the most pressure via The Athletic—by a lot. “It might already be unsalvageable in Dallas but there’s no way Jerry Jones can turn back to Mike McCarthy if this thing goes further off the rails.” — Jim Ayello senior editor,Dallas Cowboys,negative,-0.32964,0.0,{},"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.5494}",0
Jerica,2024-11-09T17:11:43.000Z,. folks outside on the Cowboy practice field .. the daily tours have begun .,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
mac,2024-11-09T17:09:33.000Z,yapping this much like the Dallas cowboys didn’t beat you is crazzzzzyy,Dallas Cowboys,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0
Peyote Panther,2024-11-09T17:03:56.000Z,By the way the Dallas Cowboys SUCK,Dallas Cowboys,negative,-0.26424,0.0,{},"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",0
Brandon Loree,2024-11-09T17:02:21.000Z,It feels like Kellen Moore will capitalize on any chance to embarrass the #Cowboys on Sunday. “I’m pretty sure he’s going to be pretty excited to play them ” said Skip Peete who coached running backs with Moore in Dallas. “I guarantee he’s going to have some tricks up his,Dallas Cowboys,positive,0.5602199999999999,0.0,{},"{'neg': 0.073, 'neu': 0.628, 'pos': 0.299, 'compound': 0.9337}",0
Charley,2024-11-09T17:01:14.000Z,This aged well,Dallas Cowboys,positive,0.16391999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0
Charley,2024-11-09T16:54:58.000Z,And this shit right here is one of the MANY reasons I would NEVER vote left. This was at the top of my list in this election. You want to be a chic? Great fuckin do it. But we can't let kids make that decision and we can't let them compete in women sports. Yes they are,Dallas Cowboys,positive,0.42575999999999997,0.0,{},"{'neg': 0.036, 'neu': 0.803, 'pos': 0.161, 'compound': 0.7096}",0
shaun ballard,2024-11-09T16:54:25.000Z,This vs has been quiet and I don’t like it #FlyEaglesFly,Dallas Cowboys,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0
QWIKET NFL,2024-11-09T16:50:42.000Z,#nfl #DallasCowboys The NFC East rivalry intensifies as the Dallas Cowboys struggling at 3-5 face the Philadelphia Eagles who are riding high with a 6-2 record. With key injuries sidelining quarterback Dak Prescott and cornerback DaRon Bland the,Dallas Cowboys,negative,-0.45474,0.0,{},"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.7579}",0
NFL Digest,2024-11-09T16:49:55.000Z,#nfl #DallasCowboys The NFC East rivalry intensifies as the Dallas Cowboys struggling at 3-5 face the Philadelphia Eagles who are riding high with a 6-2 record. With key injuries sidelining quarterback Dak Prescott and cornerback DaR...,Dallas Cowboys,negative,-0.45474,0.0,{},"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.7579}",0
BGN SPORTS / ENTERTAINMENT MEDIA,2024-11-09T16:49:00.000Z,Dallas Cowboys vs. Eagles: Key Concerns Without Dak #DallasCowboys #PhiladelphiaEagles #NFLPreview #CooperRush #DivisionalRivalry #FootballAnalysis #GameDayCountdown #EaglesNation #CowboysFan #NFLTricks,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Matt Higgins,2024-11-09T16:39:04.000Z,NFL insider rips Dallas #Cowboys owner Jerry Jones says 'organization needs a new voice at the top',Dallas Cowboys,positive,0.12138,0.0,{},"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2023}",0
Charley,2024-11-09T16:37:20.000Z,This is fuckin good.,Dallas Cowboys,positive,0.29562,0.0,{},"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0
NFL Insiders,2024-11-09T16:34:52.000Z,Dak Prescott injuring his hamstring has positioned Dallas Cowboys into a tough spot with playoff hopes possibly over. #NFL,Dallas Cowboys,positive,0.26592,0.3,{'season_positive': 'playoff'},"{'neg': 0.062, 'neu': 0.823, 'pos': 0.115, 'compound': 0.3182}",0
Philly Daily News,2024-11-09T16:33:23.000Z,The Dallas Cowboys are so bad the Eagles should almost feel sorry for them ... almost. Blame Jerry Jones. | Marcus Hayes,Dallas Cowboys,negative,-0.45977999999999997,0.0,{},"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.7663}",0
The Athletic,2024-11-09T16:30:51.000Z,Jerry Jones might believe the Cowboys still have much to play for but with Dak Prescott’s hamstring injury things seem bleak in Dallas. How will the rest of the season unfold? NFL Week 10 roundtable,Dallas Cowboys,negative,-0.27527999999999997,0.0,{},"{'neg': 0.089, 'neu': 0.87, 'pos': 0.041, 'compound': -0.4588}",0
Fantasy Memecoin League,2024-11-09T16:30:33.000Z,The #Eagles are set to exploit the utter collapse of the #Cowboys this week. Philly's laying -6 and Dallas is limping in 0-3 at home with Dak's hammy holding on by a thread. Bet the birds to soar! #FlyEaglesFly,Dallas Cowboys,negative,-0.38111999999999996,0.0,{},"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.6352}",0
fishsports ✭,2024-11-09T16:26:30.000Z,AHEM. ... MICAH TRADE TALKS EH? #DallasCowboys Trade of Micah Parsons Rumor Addressed Clearly by Jerry Jones via,Dallas Cowboys,positive,0.24113999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0
Hassan Malik,2024-11-09T16:26:06.000Z,NFL News: Jerry Jones sends clear message to Micah Parsons about trade to leave Dallas Cowboys,Dallas Cowboys,positive,0.20400000000000001,0.0,{},"{'neg': 0.058, 'neu': 0.817, 'pos': 0.125, 'compound': 0.34}",0
Dallas Cowboys,2024-11-09T16:18:00.000Z,tunin' up & tunin' in : #PHIvsDAL |,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Doo Rag Nation,2024-11-09T15:56:39.000Z,Stars like Roger Staubach Drew Hill Tony Dorsett Too Tall Jones and many more built the Cowboys' legacy. Who are you excited to see dominate this season? - #Cowboys #NFL #Texas #DallasCowboys #dooragantion #NewHampshire #Minnesota #texas,Dallas Cowboys,positive,0.31601999999999997,0.0,{},"{'neg': 0.035, 'neu': 0.853, 'pos': 0.113, 'compound': 0.5267}",0
Dallas Cowboys77,2024-11-09T15:56:02.000Z,Eagles 34 Cowboys 16 Barkley will roll for 150 yards Dallas has fallen,Dallas Cowboys,negative,-0.21672,0.0,{},"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}",0
Cowboys News,2024-11-09T15:53:22.000Z,Tervis Traveler NFL Dallas Cowboys - Hype Stripes Triple Walled Insulated Tumbler Travel Cup Keeps Drinks Cold &amp; Hot 30oz Stainless Steel is 38.2 USD (15% off) DealsW com,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Thomas Quaynor,2024-11-09T15:52:09.000Z,Philadelphia Eagles (-7) at Dallas Cowboys - NFL Week 10 (Sunday November 10 2024) preview and picks,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Dallas Cowboys77,2024-11-09T15:51:54.000Z,Trump Force 1 ready for take off please fasten your seat belts.,Dallas Cowboys,positive,0.35153999999999996,0.0,{},"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0
trey wingo,2024-11-09T15:50:56.000Z,Time for the to see what they have in Trey Lance,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Jota,2024-11-09T15:26:33.000Z,An incompletion makes Philly fans implode. However Philadelphia will be in the playoffs unlike Dallas...So what makes Cowboys fans implode?,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Ben Rogers,2024-11-09T15:24:48.000Z,This is heating up. #BillBelichick #DallasCowboys,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Ed Robinson,2024-11-09T15:22:06.000Z,Here are your #Week10 #NFLPicks: #NFL #Giants100 #KeepPounding #RaiseHail #HereWeGo #Steelers #ChiefsKingdom #BroncosCountry #FTTB #49ers #FlyEaglesFly #DallasCowboys #OnePride #Lions #RamsHouse #WeAreTheKrewe #Bucs #GoFins #LARams Picks start at 01:00,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
The Paulie and Tony Fusco Show,2024-11-09T15:20:37.000Z,Our NFL MIDSEASON AWARDS continue with - WORST PERFORMANCE by a QB! Any guesses who it might be bro? #nfl #KeepPounding #DallasCowboys #RaiseHail #Giants100 #BroncosCountry,Dallas Cowboys,negative,-0.20292,0.0,{},"{'neg': 0.145, 'neu': 0.757, 'pos': 0.099, 'compound': -0.3382}",0
Mered Premium,2024-11-09T15:20:36.000Z,Holiday Christmas Peanuts Characters X Dallas Cowboys Shirt,Dallas Cowboys,positive,0.24113999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0
Midlands FCA,2024-11-09T15:00:02.000Z,Many athletes point to themselves when they succeed. Greg Ellis points up. Greg Ellis former linebacker for the Dallas Cowboys faced major injuries that jeopardized his future and the doctors and coaches nearly gave up on him for good. Ellis’ story inspires you to believe,Dallas Cowboys,positive,0.5041199999999999,0.0,{},"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8402}",0
Party on Broad Podcast,2024-11-09T15:00:01.000Z,Why Saquon Barkley WILL OWN Dallas on Sunday Eagles vs Cowboys Preview I Top Matchups to Watch How many yards does Saquon Barkley get on Sunday? #Eagles #FlyEaglesFly #SaquonBarkley,Dallas Cowboys,positive,0.12138,0.0,{},"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2023}",0
Ty²,2024-11-09T14:51:12.000Z,The #DallasCowboys NFL and fantasy hopes are down bad if Dak Prescott misses extended time. and I discuss Dak CeeDee Olave Aiyuk and more on this episode of the All Gas Trade Show What are you doing with zeros in Fantasy? Watch:,Dallas Cowboys,negative,-0.22907999999999998,0.0,{},"{'neg': 0.114, 'neu': 0.826, 'pos': 0.059, 'compound': -0.3818}",0
DLLS Sports,2024-11-09T14:47:00.000Z,‘There’s going to have to be a guy that’s going to bring the juice and keep guys locked in’ on #DLLSCowboys talking locker room leadership when things get tough. #DallasCowboys |,Dallas Cowboys,negative,-0.0768,0.0,{},"{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.128}",0
olivia,2024-11-09T14:45:43.000Z,FYI I still care about the Dallas Cowboys but NOW IS NOT A GOOD TIME,Dallas Cowboys,negative,-0.09318,0.0,{},"{'neg': 0.144, 'neu': 0.694, 'pos': 0.162, 'compound': -0.1553}",0
Dose This Suck?,2024-11-09T14:42:54.000Z,Who do you love? 1. Octopus 2. SpongeBob Squarepants 3. Dallas Cowboys 4. Batman,Dallas Cowboys,positive,0.38214,0.0,{},"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0
Random 9 NFL,2024-11-09T14:42:17.000Z,Have a great weekend! It's Game Day tomorrow! #Random9 Allen #BillsMafia Olsen #ChicagoBears Sanders #FlyEaglesFly Hester #ForTheShoe Dunn #WeAreTheKrewe Green #BroncosCountry Dudley #RaiderNation Williams #GoPackGo,Dallas Cowboys,positive,0.41352,0.0,{},"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.6892}",0
CowboyJobu,2024-11-09T14:38:40.000Z,#youtube Woke up in Dallas and realized we play the Eagles,Dallas Cowboys,positive,0.20400000000000001,0.0,{},"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}",0
CowboyJobu,2024-11-09T14:36:45.000Z,Woke up in Dallas and realized we play the Eagles,Dallas Cowboys,positive,0.20400000000000001,0.0,{},"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",0
QWIKET NFL,2024-11-09T14:35:49.000Z,#nfl #DallasCowboys The Dallas Cowboys are currently leading the NFL in pass attempts per game but they may see a shift in strategy in Week 10 with Dak Prescott sidelined due to a hamstring injury. Cooper Rush is set to step in as the starting,Dallas Cowboys,negative,-0.34313999999999995,0.0,{},"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.5719}",0
Stadium Vagabond,2024-11-09T13:55:21.000Z,AT&T Stadium Arlington TX in 2010 - Home of the Dallas Cowboys - Site for 2026 FIFA Men’s World Cup #dallascowboys #nfl #cowboys #cowboysnation #dallas #americasteam #football #LosCowboys #dakprescott #stadium #texas,Dallas Cowboys,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3612}",0
Marvin Elequin,2024-11-09T13:50:33.000Z,Dallas Cowboys Week 9 Receiving Volume with Cooper Rush Targets Share • CeeDee Lamb: 20% • Kavontae Turpin: 16% • Jalen Brooks: 16% • Jake Ferguson: 12% Air Yards Share • CeeDee Lamb: 27.5% • Jalen Brooks: 23% • Kavontae Turpin: 20.6% • Jalen Tolbert: 17.2%,Dallas Cowboys,positive,0.31601999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5267}",0
13 Rings an NFC East Podcast,2024-11-09T13:48:35.000Z,It's time for NFC East Trivia! The answer will be revealed during our next episode that premiers Wednesday! #Dallascowboys #Cowboys #13RingsPodcast #NFL,Dallas Cowboys,negative,-0.38802000000000003,0.0,{},"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.6467}",0
Fly Eagles Fly Bets,2024-11-09T13:45:25.000Z,Eagles/Cowboys 1996: The Lateral Pick 6 The Eagles were up 24-21 when Dallas had the ball at the 3 ready to take the lead only to have LB James Willis pick off Troy Aikman in the endzone who then ran it out and eventually lateral it to Troy Vincent who took it to the house with,Dallas Cowboys,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3612}",0
NFL Digest,2024-11-09T13:39:35.000Z,#nfl #FlyEaglesFly The Philadelphia Eagles and Dallas Cowboys are heading into their upcoming matchup with contrasting season trajectories. The Eagles sit at 6-2 while the Cowboys struggle at 3-5 having lost all three home games this...,Dallas Cowboys,negative,-0.40944,-0.3,{'outcome': 'loss'},"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.5574}",0
Tomatohead,2024-11-09T13:37:17.000Z,Top 5 least favorite sports teams: 1. Dallas Cowboys 2. Boston ceLtics 3. Philly 76ers 4. Houston Astros 5. Miami Heat HM: Eagles Ohio State Football Penn State Football Pacers Team I don’t hate but it’s funny when they lose: Duke Basketball,Dallas Cowboys,negative,-0.20268,0.0,{},"{'neg': 0.134, 'neu': 0.773, 'pos': 0.092, 'compound': -0.3378}",0
QWIKET NFL,2024-11-09T13:33:21.000Z,#nfl #DallasCowboys The Dallas Cowboys received positive news regarding wide receiver CeeDee Lamb who is recovering from a shoulder injury sustained in Week 9. After experiencing significant pain Lamb expressed optimism about his progress stating he,Dallas Cowboys,positive,0.40847999999999995,0.0,{},"{'neg': 0.12, 'neu': 0.65, 'pos': 0.23, 'compound': 0.6808}",0
FOCO,2024-11-09T13:32:05.000Z,Americas Team! #DallasCowboys Overalls for the whole family!,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Cataldo Financial,2024-11-09T13:00:22.000Z,We will be taking a break from our number crunching to watch the Philadelphia Eagles take on the Dallas Cowboys tomorrow! #SundayNightFootball #CataldoFinancial,Dallas Cowboys,positive,0.09066,0.0,{},"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.1511}",0
nutmeg2palmetto,2024-11-09T12:55:51.000Z,The are like the little piggy that build his house out of hay. With it all collapsing following Dak Prescott’s hamstring just how crooked a score does expect from the matchup with Saquon Barkley & the ? LISTEN,Dallas Cowboys,neutral,0.04632,0.0,{},"{'neg': 0.054, 'neu': 0.885, 'pos': 0.061, 'compound': 0.0772}",0
Anita Childress,2024-11-09T12:49:51.000Z,MALPRACTICE REVISITED: Getting the to play in Dallas instead of Arlington Passing “strong mayor” ordinance Dallas desperately needed Defeating pro-accountability and pro-public safety charter amendments Dallas citizens clearly wanted and needed Guess if,Dallas Cowboys,positive,0.24113999999999997,0.0,{},"{'neg': 0.118, 'neu': 0.703, 'pos': 0.179, 'compound': 0.4019}",0
Tyger’s Cards & Entertainment,2024-11-09T12:49:38.000Z,HALFTIME BUZZER BEATER #madden23 #nfl #football #gaming #dallascowboys #trending #viralshort,Dallas Cowboys,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Cowboys News,2024-11-09T12:48:58.000Z,License Plate Frame Cover for Dallas Cowboys Fans – Silver – 12.25” x 6.25” - Ideal Gift for Sports Fans &amp; Supporters – Slim Design is 14.99 USD (16% off) DealsW com,Dallas Cowboys,positive,0.50886,0.0,{},"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.8481}",0
