username,timestamp,text,team,sentiment,confidence,roberta_raw_outputs
Michael Dao,2024-11-07T13:25:33.000Z,DL Devonte Wyatt in LB Quay Walker out in Jacksonville | Packers-Jaguars inactives Week 8 Green Bay C Josh Myers also active after being questionable,Green Bay Packers,neutral,0.9535162448883057,"[0.030104588717222214, 0.9535162448883057, 0.01637912541627884]"
karam gharram,2024-11-07T13:24:19.000Z,Jordan Morgan 1-on-1: &#x27;Could&#x27;ve done a lot better&#x27; Green Bay Packers T/G Jordan Morgan spoke with Larry McCarren following Sunday&#x27;s loss to the Detroit Lions.,Green Bay Packers,neutral,0.7956556677818298,"[0.10052075237035751, 0.7956556677818298, 0.10382355004549026]"
Rachel Cox,2024-11-07T13:20:33.000Z,Memorable Moments: Packers beat Lions on Thanksgiving in 2001 The Green Bay Packers defeated the Detroit Lions 29-27 on November 22 2001.,Green Bay Packers,positive,0.6161161661148071,"[0.002851687604561448, 0.38103216886520386, 0.6161161661148071]"
Gilie Gefen,2024-11-07T13:19:18.000Z,Photos: Packers participate in Pals Play 60 Night event Green Bay Packers QB Malik Willis and RB Ellis Merriweather participated in the Pals Program-Packers Play 60 Night event on Tuesday Oct. 29 2024.,Green Bay Packers,neutral,0.9118053913116455,"[0.0030241012573242188, 0.9118053913116455, 0.08517048507928848]"
Sara Guerric,2024-11-07T13:15:32.000Z,Packers roundup: Green Bay QB Jordan Love on playing vs. Lions: &#x27;I think it&#x27;s realistic&#x27; Catch up on all the Green Bay Packers news heading into Sunday&#x27;s matchup with the Detroit Lions at Lambeau Field.,Green Bay Packers,neutral,0.5496938824653625,"[0.004715357907116413, 0.5496938824653625, 0.4455907344818115]"
Michelle Elliott,2024-11-07T13:12:23.000Z,Arrival Photos: Packers walk into stadium for matchup with Jaguars The Green Bay Packers arrived for their Week 8 game against the Jacksonville Jaguars on Sunday Oct. 27 2024.,Green Bay Packers,neutral,0.9172768592834473,"[0.0037212418392300606, 0.9172768592834473, 0.07900185883045197]"
Hirdya Negi,2024-11-07T13:11:47.000Z,Kenny Clark on defensive potential: &#x27;We can be as great as we want to be&#x27; Green Bay Packers DL Kenny Clark spoke to the media following Thursday&#x27;s practice. The team takes on the Jacksonville Jaguars in a Week 8 matchup.,Green Bay Packers,positive,0.525204598903656,"[0.0042568109929561615, 0.4705386161804199, 0.525204598903656]"
Deep Shah,2024-11-07T13:10:33.000Z,Dope Sheet: Packers head into the bye&#xa0; Green Bay has a winning record at the bye for the 12th time in the last 15 years,Green Bay Packers,neutral,0.63141268491745,"[0.011335530318319798, 0.63141268491745, 0.3572517931461334]"
X,2024-11-07T13:06:46.000Z,Josh Jacobs runs it in for a TOUCHDOWN | Packers vs. Jaguars Green Bay Packers RB Josh Jacobs takes it up the middle for a 3-yard score during Sunday&#x27;s Week 8 game in Jacksonville.,Green Bay Packers,neutral,0.8544031381607056,"[0.003283654572442174, 0.8544031381607056, 0.14231321215629578]"
Press-Gazette Sports,2024-11-07T13:00:42.000Z,Midseason grades: Packers are better than last year but have much to improve in second half,Green Bay Packers,positive,0.7644844651222229,"[0.006064457353204489, 0.22945107519626617, 0.7644844651222229]"
Sumukha Nadig,2024-11-07T13:01:48.000Z,Matt LaFleur provides update on QB Jordan Love C Josh Myers Green Bay Packers Head Coach Matt LaFleur spoke to the media following Thursday&#x27;s practice. The team takes on the Detroit Lions in a Week 9 matchup at Lambeau Field.,Green Bay Packers,neutral,0.9636266231536865,"[0.004441549070179462, 0.9636266231536865, 0.03193182870745659]"
Deep Shah,2024-11-07T12:28:22.000Z,Campbell on win over the Packers Head Coach Dan Campbell Speaks on his thoughts after the win in Green Bay.,Green Bay Packers,neutral,0.8150137662887573,"[0.004532113205641508, 0.8150137662887573, 0.18045417964458466]"
Dawson,2024-11-07T12:23:22.000Z,Xavier McKinney: &#x27;We&#x27;ve got to be able to beat these good teams&#x27; Green Bay Packers S Xavier McKinney spoke to the media following the team&#x27;s 24-14 loss to the Detroit Lions in Week 9.,Green Bay Packers,neutral,0.8073543906211853,"[0.03962627053260803, 0.8073543906211853, 0.15301930904388428]"
Andy,2024-11-07T12:22:09.000Z,Game Highlights: Packers vs. Lions | Week 9 Watch game highlights from the Week 9 matchup between the Green Bay Packers and Detroit Lions at Lambeau Field.,Green Bay Packers,neutral,0.9452126026153564,"[0.004286845680326223, 0.9452126026153564, 0.05050056800246239]"
kritika vohra,2024-11-07T12:20:18.000Z,Packers complete the two-point conversion | Week 9 vs. Lions Green Bay Packers QB Jordan Love and WR Christian Watson connect for a two-point conversion during Sunday&#x27;s Week 9 game at Lambeau Field.,Green Bay Packers,neutral,0.8768085241317749,"[0.00294419820420444, 0.8768085241317749, 0.12024718523025513]"
Sumukha Nadig,2024-11-07T12:19:42.000Z,Packers announce roster move | Oct. 25 2024 Green Bay signs DL Jonathan Ford to practice squad,Green Bay Packers,neutral,0.9454607367515564,"[0.003978113178163767, 0.9454607367515564, 0.05056117847561836]"
Lakshmi C K,2024-11-07T12:19:04.000Z,Packers Wisconsin businesses kick off the 2025 NFL Draft Source program The NFL and Green Bay Packers welcomed 88 Wisconsin businesses to Lambeau Field to kick off the 2025 NFL Draft Source program. #NFL,Green Bay Packers,neutral,0.5847199559211731,"[0.002670668065547943, 0.5847199559211731, 0.412609338760376]"
Joseph Spirko,2024-11-07T12:16:36.000Z,Lions down Packers 24-14 Green Bay has four-game winning streak snapped enters bye week 6-3,Green Bay Packers,neutral,0.9014018774032593,"[0.019749565050005913, 0.9014018774032593, 0.07884857803583145]"
Dheeraj Patel,2024-11-07T12:14:44.000Z,Packers win on another walk-off field goal 30-27 over Jaguars Green Bay overcomes injury to QB Jordan Love to get to 6-2,Green Bay Packers,neutral,0.511228621006012,"[0.004320778418332338, 0.511228621006012, 0.4844506084918976]"
Rishab,2024-11-07T12:06:39.000Z,Packers get a big scare The Green Bay Packers got a big surprise on their walk into the facility.,Green Bay Packers,positive,0.5073210000991821,"[0.03192029520869255, 0.4607587158679962, 0.5073210000991821]"
Forex Hint,2024-11-07T11:47:05.000Z,Tucker Kraft for 67 YARDS | Packers vs. Jaguars Green Bay Packers QB Jordan Love completes a 67-yard pass to TE Tucker Kraft during Sunday&#x27;s Week 8 game in Jacksonville.,Green Bay Packers,neutral,0.8846956491470337,"[0.003349645296111703, 0.8846956491470337, 0.1119546890258789]"
Kapil,2024-11-07T11:52:39.000Z,Packers vs. Lions | How to watch stream &amp; listen | Week 9 Green Bay Packers vs. Detroit Lions channel listing radio &amp; streaming options,Green Bay Packers,neutral,0.9482987523078918,"[0.00405103387311101, 0.9482987523078918, 0.04765024781227112]"
Ray Birmingham,2024-11-07T11:46:08.000Z,Interesting photo…1934 Chicago Bears vs. the Green Bay Packers!,Green Bay Packers,positive,0.552523672580719,"[0.003553307382389903, 0.4439229667186737, 0.552523672580719]"
Chithra k,2024-11-07T11:45:51.000Z,Photos: Packers prepare for Week 9 matchup in the rain The Green Bay Packers held practice at Clarke Hinkle Field on Thursday Oct. 31 2024.,Green Bay Packers,neutral,0.9379448294639587,"[0.021425966173410416, 0.9379448294639587, 0.04062924534082413]"
Animesh Singh,2024-11-07T11:43:24.000Z,Packers Daily: Game Changer Wayne Larrivee takes a look at a couple of Green Bay&#x27;s defenders ahead of Sunday&#x27;s clash with Detroit&#x27;s top-ranked scoring offense in this edition of Packers Daily.,Green Bay Packers,neutral,0.8708434700965881,"[0.00454619899392128, 0.8708434700965881, 0.12461037933826447]"
Andy,2024-11-07T11:40:17.000Z,Photos: Packers hit the practice field ahead of road game vs. Jaguars The Green Bay Packers held practice at Clark Hinkle Field on Thursday Oct. 24 2024.,Green Bay Packers,neutral,0.9161578416824341,"[0.0033540704753249884, 0.9161578416824341, 0.08048802614212036]"
kritika vohra,2024-11-07T11:38:23.000Z,Matt LaFleur&#x27;s viewpoint over the bye: &#x27;All of us can improve in some area&#x27; Green Bay Packers Head Coach Matt LaFleur spoke with the media during the team&#x27;s Week 10 bye.,Green Bay Packers,neutral,0.8801027536392212,"[0.008823567070066929, 0.8801027536392212, 0.11107360571622849]"
Ricky Gulliory,2024-11-07T11:38:15.000Z,Black voters Fam y’all staying home helped Kamala Harris lose Wisconsin as you can see Milwaukee county Kamala Harris under-performed Biden by 5000 votes Brown county home of Green Bay. Packers Trump 53% to 46%. Harris thank you,Green Bay Packers,negative,0.5069171190261841,"[0.5069171190261841, 0.42477157711982727, 0.06831132620573044]"
Lakshmi C K,2024-11-07T11:37:02.000Z,Packers&#x27; equipment staff preps gear for game in Jacksonville | Packers vs. Jaguars The Green Bay Packers&#x27; equipment staff made final preparations for the team&#x27;s arrival to EverBank Stadium where they face the Jacksonville Jaguars.,Green Bay Packers,neutral,0.9275018572807312,"[0.005977894179522991, 0.9275018572807312, 0.06652019917964935]"
Joseph,2024-11-07T11:08:08.000Z,Game Highlights: Packers vs. Jaguars | Week 8 Watch game highlights from the Week 8 matchup between the Green Bay Packers and Jacksonville Jaguars in Florida.,Green Bay Packers,neutral,0.9573743343353271,"[0.004961797501891851, 0.9573743343353271, 0.037663783878088]"
Forex Hint,2024-11-07T11:05:02.000Z,Packers S Xavier McKinney getting &#x27;a sign of ultimate respect&#x27; Key comments from Green Bay&#x2019;s coordinators,Green Bay Packers,positive,0.5845835208892822,"[0.006476317998021841, 0.4089401662349701, 0.5845835208892822]"
WICS ABC 20,2024-11-07T11:00:08.000Z,Former Green Bay Packers quarterback Brett Favre predicted on Election Day that all 538 electoral college votes would go toward Republicans if Americans let God guide their decision.,Green Bay Packers,neutral,0.844715416431427,"[0.043133318424224854, 0.844715416431427, 0.11215125024318695]"
Dawson,2024-11-07T10:59:30.000Z,Three Things: Pass catchers Chris Brooks and winning close games Larry Wes and Spoff share three things ahead of the Green Bay Packers&#x27; Week 9 divisional matchup against the Detroit Lions.,Green Bay Packers,neutral,0.8261299729347229,"[0.004128721542656422, 0.8261299729347229, 0.16974137723445892]"
OpenSea Promotion,2024-11-07T10:57:03.000Z,Tucker Kraft on offensive performance vs. Jaguars: &#x27;We&#x27;re on the road to getting better&#x27; Green Bay Packers TE Tucker Kraft spoke to the media following the team&#x27;s 30-27 win over the Jacksonville Jaguars.,Green Bay Packers,neutral,0.8395752906799316,"[0.009652274660766125, 0.8395752906799316, 0.150772362947464]"
Michael Barker,2024-11-07T05:23:08.000Z,Locker Room Pass: A glimpse inside the Packers&#x27; locker room following road win in Jacksonville The Green Bay Packers celebrated in the locker room after defeating the Jacksonville Jaguars 30-27.,Green Bay Packers,positive,0.6445409655570984,"[0.002855295315384865, 0.3526037335395813, 0.6445409655570984]"
Annie,2024-11-07T05:20:45.000Z,Dope Sheet: Packers face division-foe Detroit Lions at Lambeau Field&#xa0; Green Bay leads the all-time regular-season series 104-76-7,Green Bay Packers,neutral,0.9114912748336792,"[0.010951337404549122, 0.9114912748336792, 0.07755739986896515]"
Kapil,2024-11-07T05:18:55.000Z,Packers&#x27; equipment staff preps 50s Classic uniforms | Packers vs. Lions The Green Bay Packers&#x27; equipment staff made final preparations for the team&#x27;s arrival to Lambeau Field where they face the Detroit Lions in a Week 9 matchup.,Green Bay Packers,neutral,0.9281399846076965,"[0.004784115590155125, 0.9281399846076965, 0.06707592308521271]"
Akshita M,2024-11-07T05:17:09.000Z,Jordan Morgan: Story of the sleeve Green Bay Packers rookie Jordan Morgan sits down to talk about his horror-character inspired leg sleeve just in time for Halloween.,Green Bay Packers,neutral,0.89607173204422,"[0.007076582405716181, 0.89607173204422, 0.0968516394495964]"
Joseph,2024-11-07T05:16:34.000Z,HIGHLIGHT: Joseph intercepts Love for pick-six TD Detroit Lions safety Kerby Joseph capitalizes off Green Bay Packers quarterback Jordan Love&#x27;s errant pass for a pick-six touchdown.,Green Bay Packers,neutral,0.7270352244377136,"[0.004097677767276764, 0.7270352244377136, 0.268867164850235]"
Stunning NFT Marketing Service,2024-11-07T05:08:50.000Z,NOTEBOOK: Joseph continues his stellar play with first career pick-six Tim Twentyman covers all the news from the Detroit Lions&#x27; 24-14 victory over the Green Bay Packers.,Green Bay Packers,positive,0.6846742033958435,"[0.0026191172655671835, 0.31270667910575867, 0.6846742033958435]"
Joseph Spirko,2024-11-07T05:01:41.000Z,Malik Willis on Packers&#x27; game-winning drive: &#x27; One play at a time&#x27; Green Bay Packers QB Malik Willis spoke with the media following the team&#x27;s 30-27 victory over the Jaguars.,Green Bay Packers,neutral,0.8805257081985474,"[0.0036705227103084326, 0.8805257081985474, 0.11580386757850647]"
Marshfield News-Herald,2024-11-07T05:00:14.000Z,Answer our burning questions of the week about the Green Bay Packers,Green Bay Packers,neutral,0.8431848883628845,"[0.028135569766163826, 0.8431848883628845, 0.12867948412895203]"
Shaun White,2024-11-07T04:55:47.000Z,Key to the game: Packers&#x27; resilience reflected on game-winning drive Jayden Reed&#x2019;s big catch Brandon McManus&#x2019; field goal propel Green Bay to win,Green Bay Packers,positive,0.7740039229393005,"[0.0037651851307600737, 0.222230926156044, 0.7740039229393005]"
Live News on your Smart TV,2024-11-07T04:49:24.000Z,Best of the Locker Room | Week 8 at Jaguars Xavier McKinney Evan Williams and Jordan Love are featured in this edition of Best of the Locker Room. The Green Bay Packers take on the Jacksonville Jaguars in Week 8.,Green Bay Packers,neutral,0.8990916609764099,"[0.003500459948554635, 0.8990916609764099, 0.09740778058767319]"
X,2024-11-07T04:29:11.000Z,Detroit Lions at Green Bay Packers: Travel photos View photos from the Detroit Lions&#x27; trip to Green Bay Wisconsin for their Week 9 game against the Packers.,Green Bay Packers,neutral,0.9471672773361206,"[0.00525616155937314, 0.9471672773361206, 0.047576531767845154]"
Business News,2024-11-07T04:19:05.000Z,Lions at Packers: Full highlights Watch all of the highlights from the Detroit Lions&#x27; 24-14 Week 9 win over the Green Bay Packers.,Green Bay Packers,neutral,0.9102326035499573,"[0.004676554352045059, 0.9102326035499573, 0.085090771317482]"
Hah?,2024-11-07T04:17:28.000Z,The NFC Playoff Picture if the season ended today week 9: Division Winners 1. Detroit Lions (7-1) 2. Washington Commanders (7-2) 3. Atlanta Falcons (6-3) 4. Arizona Cardinals (5-4) Wild Card: 5. Minnesota Vikings (6-2) 6. Philadelphia Eagles (6-2) 7.,Green Bay Packers,neutral,0.9211598038673401,"[0.011713807471096516, 0.9211598038673401, 0.06712637841701508]"
Beau Miller,2024-11-07T04:12:35.000Z,Photos: Packers get ready for Sunday&#x27;s divisional matchup vs. Lions The Green Bay Packers held practice on Friday Nov. 1 ahead of their Week 9 matchup against the Detroit Lions.,Green Bay Packers,neutral,0.898465633392334,"[0.003320696298032999, 0.898465633392334, 0.09821366518735886]"
Stunning NFT Marketing Service,2024-11-07T04:28:37.000Z,Arrival Photos: Packers walk into Lambeau Field for matchup with Lions The Green Bay Packers arrived for their Week 9 game against the Detroit Lions on Sunday Nov. 3 2024.,Green Bay Packers,neutral,0.9097212553024292,"[0.003474306548014283, 0.9097212553024292, 0.08680438250303268]"
Bhupendra Singh,2024-11-07T04:08:00.000Z,Malik Willis DEEP completion to Jayden Reed | Packers vs. Jaguars Green Bay Packers WR Jayden Reed hauls in a 51-yard pass from QB Malik Willis during Sunday&#x27;s Week 8 game in Jacksonville.,Green Bay Packers,neutral,0.9100757837295532,"[0.004559498745948076, 0.9100757837295532, 0.0853646919131279]"
TommyEarl,2024-11-07T04:01:43.000Z,Green Bay Packers Cheese Head Christmas Tree Ornament via #greenbaypackers #cheeseheads,Green Bay Packers,neutral,0.9152829051017761,"[0.00657694274559617, 0.9152829051017761, 0.07814020663499832]"
Pro Service 102,2024-11-07T04:01:30.000Z,Lions at Packers: Week 9 Gameday Trailer Get ready for the Lions&#x27; Week 9 matchup against the Green Bay Packers with this game trailer presented by Frankenmuth Insurance.,Green Bay Packers,neutral,0.8302426934242249,"[0.003289711894467473, 0.8302426934242249, 0.166467547416687]"
Forex Hint,2024-11-07T03:53:19.000Z,Game Photos: Packers vs. Jaguars | Week 8 Check out photos from the Week 8 matchup between the Green Bay Packers and Jacksonville Jaguars on Sunday Oct. 27 2024.,Green Bay Packers,neutral,0.9414787888526917,"[0.004310958087444305, 0.9414787888526917, 0.054210271686315536]"
Annette Hayes,2024-11-07T03:51:32.000Z,Edgerrin Cooper 1-on-1: &#x27;Explosive plays turn into points&#x27; Green Bay Packers LB Edgerrin Cooper spoke with Larry McCarren following Sunday&#x27;s 30-27 win over the Jacksonville Jaguars.,Green Bay Packers,neutral,0.9364175200462341,"[0.0066503724083304405, 0.9364175200462341, 0.05693216621875763]"
jekekk,2024-11-07T03:26:18.000Z,Cris Collinsworth Calls Aaron Rodgers ''Honest'' And Fans Can''t Honestly Believe It. The Green Bay Packers quarterback infamously lied,Green Bay Packers,negative,0.8236777186393738,"[0.8236777186393738, 0.16660794615745544, 0.009714378044009209]"
WLUK-TV FOX 11,2024-11-07T03:29:26.000Z,One day after the Pittsburgh Steelers acquired edge rusher Preston Smith from Green Bay Smith admitted he requested a trade last month concerned about his role after the #Packers switched from a 3-4 defense to a 4-3.,Green Bay Packers,neutral,0.89734947681427,"[0.08211041986942291, 0.89734947681427, 0.02054010145366192]"
Secret News,2024-11-07T03:24:00.000Z,I hope that Chicago Bears Justin Fields Roquan Smith Detroit Lions Jared Goff Amon-Ra St. Brown Green Bay Packers Jordan Love Aaron Jones Minnesota Vikings Kirk Cousins and Justin Jefferson are gonna spread this.,Green Bay Packers,neutral,0.6258233785629272,"[0.01567116379737854, 0.6258233785629272, 0.3585054576396942]"
guzz gorgeouzz,2024-11-07T03:23:32.000Z,Aaron Rodgers Rips Joe Biden And ''Fake White House'' In Anti-Vax Rant. The Green Bay Packers quarterback also seemed to question the,Green Bay Packers,neutral,0.5888407826423645,"[0.3903845548629761, 0.5888407826423645, 0.020774714648723602]"
JVAN,2024-11-07T03:18:00.000Z,November 6 1960 - Green Bay #Packers Paul Hornung (#5) and head coach Vince Lombardi on sidelines during their game vs #Baltimore Colts at Memorial Stadium. The #Colts won 38-24. ( Neil Leifer/Sports Illustrated) #NFL #OTD #1960s,Green Bay Packers,neutral,0.8477455377578735,"[0.005134637467563152, 0.8477455377578735, 0.14711987972259521]"
Almighty,2024-11-07T03:16:44.000Z,The History of the Acme Packaging Company Green Bay Packers interview wi... via,Green Bay Packers,neutral,0.9476473927497864,"[0.008494891226291656, 0.9476473927497864, 0.043857742100954056]"
Vincent Turner,2024-11-07T03:12:23.000Z,Willie Davis DE Green Bay Packers Grambling State University with Vin... via #WILLIEDAVIS #DE #GREENBAYPACKERS #GRAMBLINGSTATEUNIVERSITY #NFL #FOOTBALL #SPORTS,Green Bay Packers,neutral,0.9421308636665344,"[0.01039726659655571, 0.9421308636665344, 0.047471821308135986]"
Blue Chip Cardboard,2024-11-07T03:03:01.000Z,1957 TOPPS BART STARR #119 Rookie RC Green Bay Packers HOF #sponsored #thehobby,Green Bay Packers,neutral,0.8535078763961792,"[0.005216313526034355, 0.8535078763961792, 0.14127583801746368]"
Forex Hint,2024-11-07T03:01:35.000Z,Packers DL Devonte Wyatt&#x27;s &#x27;presence is felt in the pass rush&#x27; Key comments from Green Bay&#x2019;s coordinators and defensive assistants,Green Bay Packers,neutral,0.9105810523033142,"[0.011150380596518517, 0.9105810523033142, 0.07826853543519974]"
Chetna,2024-11-07T02:58:29.000Z,Jordan Love says he&#x27;s doing all he can to get back for Lions game Green Bay Packers QB Jordan Love spoke to the media on Wednesday afternoon ahead of the team&#x27;s matchup against the Detroit Lions.,Green Bay Packers,neutral,0.802503764629364,"[0.003710404969751835, 0.802503764629364, 0.19378581643104553]"
Rachel Cox,2024-11-07T02:30:07.000Z,Rock Report: Special! The Green Bay Packers&#x27; Josh Jacobs is a &quot;special&quot; running back. Larry McCarren explains why.,Green Bay Packers,neutral,0.6874973177909851,"[0.005390901584178209, 0.6874973177909851, 0.3071117401123047]"
Bhupendra Singh,2024-11-07T02:35:54.000Z,Live Blog: Packers-Lions | Week 9 Follow the Green Bay Packers vs. Detroit Lions game with live updates from Lambeau Field,Green Bay Packers,neutral,0.9348374605178833,"[0.0039769671857357025, 0.9348374605178833, 0.06118552014231682]"
Steram all sports events,2024-11-07T02:33:01.000Z,HIGHLIGHT: Gibbs&#x27; fourth-down TD boosts Lions&#x27; lead Running back Jahmyr Gibbs&#x27; fourth-down touchdown boosts Detroit Lions&#x27; lead to 23-3 vs. Green Bay Packers.,Green Bay Packers,positive,0.5905771255493164,"[0.0031240496318787336, 0.4062988758087158, 0.5905771255493164]"
Pro Service 102,2024-11-07T02:29:31.000Z,GMFB: Tucker Kraft discusses Year 2 with the Packers Green Bay Packers TE Tucker Kraft wakes up with &quot;GMFB&quot; and discusses his second year with the team and the upcoming Week 8 matchup vs. Jacksonville Jaguars.,Green Bay Packers,neutral,0.954420804977417,"[0.004733700770884752, 0.954420804977417, 0.0408453643321991]"
Mohit Verma,2024-11-07T02:23:04.000Z,TWENTYMAN: 5 stats that stand out following Lions&#x27; Week 9 victory Tim Twentyman takes a look at five Detroit Lions numbers that stand out following the team&#x27;s Week 9 victory over the Green Bay Packers.,Green Bay Packers,neutral,0.7335879802703857,"[0.0034327697940170765, 0.7335879802703857, 0.26297926902770996]"
MOF Green Bay Packers,2024-11-07T02:19:53.000Z,Packers pick up a good win tonight over the Commanders 47-21. Defense played great tonight forcing 5 INTs with 1 being a Pick 6. Another hot night for Jacobs as well as he rushes for 191 yards and 1 TD. We move to 4-1. #MOFS78WK5,Green Bay Packers,positive,0.9457408785820007,"[0.002339726546779275, 0.05191945284605026, 0.9457408785820007]"
Packers Brasil,2024-11-07T02:06:47.000Z,A lot of American are going to bluesky so welcome aboard my friends. The international fan base also #GoPackGo there. It's so nice to see so many friends from Green Bay or Packers relative joining. It will increase so much more our experience on the app. #GoPackGo,Green Bay Packers,positive,0.9746042490005493,"[0.002332411939278245, 0.02306332066655159, 0.9746042490005493]"
the green bay packers are god’s favorite,2024-11-07T01:46:22.000Z,Y is Elon in this lmao,Green Bay Packers,neutral,0.5975995063781738,"[0.33245381712913513, 0.5975995063781738, 0.06994667649269104]"
NFL Digest,2024-11-06T23:32:35.000Z,#nfl #GoPackGo Veteran linebacker Preston Smith has been traded from the Green Bay Packers to the Pittsburgh Steelers fulfilling his request for a ...,Green Bay Packers,neutral,0.9296408891677856,"[0.014132277108728886, 0.9296408891677856, 0.05622686445713043]"
Seahawk Nerd,2024-11-06T23:05:40.000Z,Heading into Week 10... Super Bowl caliber teams: -- Detroit Lions -- Washington Commanders -- Baltimore Ravens -- Buffalo Bills -- Minnesota Vikings Fringe teams: -- Kansas City Chiefs --,Green Bay Packers,neutral,0.9056971073150635,"[0.006143671460449696, 0.9056971073150635, 0.08815928548574448]"
ESPN Milwaukee,2024-11-06T23:00:17.000Z,Green Bay Packers Bye Week Improvement + Rainman + Jason Wilde + TVV,Green Bay Packers,neutral,0.9337614178657532,"[0.007660925388336182, 0.9337614178657532, 0.058577731251716614]"
Green Bay Press-Gazette,2024-11-06T23:00:15.000Z,Here are some excerpts from this week’s show during the Packers’ bye week which they enter with a 6-3 record.,Green Bay Packers,neutral,0.9056318402290344,"[0.0066708773374557495, 0.9056318402290344, 0.08769728988409042]"
the green bay packers are god’s favorite,2024-11-06T22:46:00.000Z,do you guys think all latinos are in this country illegally or something,Green Bay Packers,negative,0.601610541343689,"[0.601610541343689, 0.38805514574050903, 0.010334344580769539]"
Vincent Turner,2024-11-06T22:45:34.000Z,Willie Davis DE Green Bay Packers Grambling State University with Vin... via #williedavis #de #greenbaypackers #gramblingstateuniversity #football #sports #nfl #collegefootball,Green Bay Packers,neutral,0.9475615620613098,"[0.00848079752177, 0.9475615620613098, 0.04395768418908119]"
TDT Media,2024-11-06T22:45:25.000Z,The Lions first outdoor game of 2024 was a smashing success putting the boots to the Green Bay Packers out in Lambeau and has the recap here. #OnePride #GoPackGo,Green Bay Packers,positive,0.9387202858924866,"[0.002211119281128049, 0.05906865373253822, 0.9387202858924866]"
QWIKET NFL,2024-11-06T22:35:03.000Z,#nfl #GoPackGo Detroit Lions safety Brian Branch expressed regret for his actions after being ejected during a game against the Green Bay Packers. Following a helmet-to-helmet hit on Packers receiver Bo Melton Branch reacted by flipping off the crowd,Green Bay Packers,negative,0.6392765641212463,"[0.6392765641212463, 0.3506963551044464, 0.010027110576629639]"
shotime,2024-11-06T22:24:15.000Z,Breaking news preston Smith requested a trade from the Green Bay Packers because he didn't like Jeff Hafley 4-34system .,Green Bay Packers,neutral,0.6548059582710266,"[0.32843464612960815, 0.6548059582710266, 0.01675943285226822]"
Packerfan Total Access- Clayton,2024-11-06T21:15:40.000Z,Packers Total Access Live | Green Bay Packers News Today | NFL Trade Deadline,Green Bay Packers,neutral,0.9311742782592773,"[0.00461208913475275, 0.9311742782592773, 0.0642135739326477]"
Jacob Morley,2024-11-06T21:09:30.000Z,The Packers have scored 24-plus points in seven of nine games this season. Green Bay joins Baltimore as the only team to have seven games with 24-plus points in 2024. Per dope sheet.,Green Bay Packers,neutral,0.6913280487060547,"[0.00444093719124794, 0.6913280487060547, 0.3042309880256653]"
Barroom Network | Aldo Gandia,2024-11-06T21:05:13.000Z,NT/DT players stashed on NFC team practice squads rosters that could interest Bears: Jonathan Ford Green Bay Packers LaCale London (former Bear) Atlanta Falcons PJ Mustipher Arizona Cardinals Nesta Jade Silvera San Francisco 49ers Quinton Bohanna Seattle Seahawks,Green Bay Packers,neutral,0.9438466429710388,"[0.012924988754093647, 0.9438466429710388, 0.04322837293148041]"
Mike DeFabo,2024-11-06T19:25:00.000Z,Preston Smith said he requested a trade from Green Bay. After the Packers switched from a 3-4 to a 4-3 he wanted to go to a system that fit his skillset better. “I got what I asked for.”,Green Bay Packers,neutral,0.5161810517311096,"[0.007302873767912388, 0.5161810517311096, 0.47651609778404236]"
seabear,2024-11-06T19:11:43.000Z,gonna leave this shithole neo nazi website for a while before that FUCK TRUMP FREE PALESTINE RESPECT WOMEN and most importantly FUCK THE GREEN BAY PACKERS,Green Bay Packers,negative,0.9308047890663147,"[0.9308047890663147, 0.06039917469024658, 0.008796106092631817]"
Press-Gazette Sports,2024-11-06T19:00:14.000Z,The Packers are on a bye this week. What is the NFL bye week and how did it originate?,Green Bay Packers,neutral,0.9560856819152832,"[0.014107134193181992, 0.9560856819152832, 0.029807092621922493]"
Jason Tom,2024-11-06T18:32:29.000Z,PFT’s Week 10 Power Rankings 1 Detroit Lions 2 Kansas City Chiefs 3 Buffalo Bills 4 Washington Commanders 5 Baltimore Ravens 6 Pittsburgh Steelers 7 Philadelphia Eagles 8 Minnesota Vikings 9 Green Bay Packers 10 Atlanta Falcons,Green Bay Packers,neutral,0.9282462000846863,"[0.007103476673364639, 0.9282462000846863, 0.06465045362710953]"
leah ⊬,2024-11-06T18:12:29.000Z,if they recount wisonsin and trump still wins my hate for the green bay packers will grow by an obscene amount,Green Bay Packers,negative,0.7742222547531128,"[0.7742222547531128, 0.2042475938796997, 0.021530160680413246]"
Bobby Peters,2024-11-06T18:11:58.000Z,The Green Bay Packers “V” route:,Green Bay Packers,neutral,0.9497947096824646,"[0.009848404675722122, 0.9497947096824646, 0.04035693779587746]"
Marshfield News-Herald,2024-11-06T18:30:28.000Z,Ask Pete Dougherty your questions about the Green Bay Packers as they enter the bye week with a 6-3 record,Green Bay Packers,neutral,0.9385026693344116,"[0.015986254438757896, 0.9385026693344116, 0.045511096715927124]"
Green Bay Packers,2024-11-06T17:00:29.000Z,What are your ideal conditions to watch a game at Lambeau Field?,Green Bay Packers,neutral,0.8583437204360962,"[0.00939079187810421, 0.8583437204360962, 0.13226552307605743]"
