username,timestamp,text,team,sentiment,confidence,roberta_raw_outputs
Alex Pierce Ling,2024-11-28T17:54:54.000Z,I was there. It was Incredible. Also Ryan Leaf was still bad against the Denver Broncos.,Denver Broncos,positive,0.5068343877792358,"[0.4931655824184418, 0.0, 0.5068343877792358]"
Mile High Huddle,2024-11-28T17:54:07.000Z,#Broncos HC Sean Payton Sounds Off on #Browns WR Jerry Jeudy's Return to Denver | via READ:,Denver Broncos,neutral,0.9827622771263123,"[0.008195849135518074, 0.9827622771263123, 0.009041864424943924]"
Denver Broncos On SI,2024-11-28T17:53:53.000Z,#Broncos HC Sean Payton Sounds Off on #Browns WR Jerry Jeudy's Return to Denver READ:,Denver Broncos,neutral,0.9820533990859985,"[0.009090983308851719, 0.9820533990859985, 0.008855688385665417]"
Denver Broncos On SI,2024-11-28T17:45:00.000Z,#Broncos HC Sean Payton Opens Up on Coaching #Browns QB Jameis Winston READ:,Denver Broncos,neutral,0.9831581115722656,"[0.008032954297959805, 0.9831581115722656, 0.008808854036033154]"
Lejonny “David Sills” 2jizzy,2024-11-28T17:22:27.000Z,And the Denver broncos win the unemployment award for the 3rd week in a row. LFGGG!!!! #fuckcalebwilliams,Denver Broncos,negative,0.831857442855835,"[0.831857442855835, 0.0, 0.16814257204532623]"
QWIKET NFL,2024-11-28T17:22:03.000Z,#nfl #FinsUp The Miami Dolphins are set to face the Green Bay Packers in a key Thanksgiving night matchup aiming for their fourth straight win to boost playoff hopes. Currently Miami holds a 5-6 record trailing the Denver Broncos for the final AFC,Denver Broncos,positive,1.008047342300415,"[-0.008047311566770077, 0.0, 1.008047342300415]"
NFL Digest,2024-11-28T17:19:00.000Z,#nfl #FinsUp The Miami Dolphins are set to face the Green Bay Packers in a key Thanksgiving night matchup aiming for their fourth straight win to boost playoff hopes. Currently Miami holds a 5-6 record trailing the Denver Broncos ...,Denver Broncos,positive,1.0101150274276733,"[-0.01011498924344778, 0.0, 1.0101150274276733]"
Blake Walker,2024-11-28T17:16:09.000Z,Happy Thanksgiving! Thankful to be home! Headed to Iowa City tomorrow and then straight to Denver to watch the Broncos on Monday Night Football,Denver Broncos,positive,0.9926888346672058,"[0.007311193272471428, 0.0, 0.9926888346672058]"
LiamsBestBets,2024-11-28T17:01:06.000Z,Thanksgiving Play #9: Drew Lock O 188.5 Passing Yards -110 on MGM This line is absolutely DISRESPECTFUL to Denver Broncos legend Drew Lock his redemption tour starts TODAY. The Cowboys have an extremely weak secondary that has allowed opposing QBs to throw for 200+ yards,Denver Broncos,negative,0.9883615374565125,"[0.9883615374565125, 0.0, 0.011638455092906952]"
Nathan Duffy,2024-11-28T16:50:40.000Z,I am in the mood for football today and thankful to be a Denver Broncos fan today.,Denver Broncos,positive,0.9926828742027283,"[0.007317113224416971, 0.0, 0.9926828742027283]"
Cody Roark,2024-11-28T16:39:36.000Z,#Broncos QB Bo Nix named NFL's Rookie of the Week after Week 12. Nix was responsible for 278 of Denver's 325 yards of offense on Sunday.,Denver Broncos,positive,0.8917751312255859,"[0.10822486877441406, 0.0, 0.8917751312255859]"
Denver Broncos,2024-11-28T15:21:01.000Z,Happy #Thanksgiving #BroncosCountry! We're grateful for you.,Denver Broncos,positive,0.9928930997848511,"[0.007106861099600792, 0.0, 0.9928930997848511]"
T-R-E-V,2024-11-28T15:33:43.000Z,Realized yall didn't hate Russell Wilson yall just hate the Denver Broncos lol. Yall just want every qb to fail and it shows.... them 2012 to 2016 years really fucked yall up,Denver Broncos,negative,0.9988005757331848,"[0.9988005757331848, 0.0, 0.0011994792148470879]"
Mile High Moments,2024-11-28T15:00:01.000Z,Happy Thanksgiving #BroncosCountry! Today we look back in gratitude at these Mile High Moments from Broncos victories on Thanksgiving Days gone by in 1974 (31–27 at Detroit) 2001 (26–24 at Dallas) 2005 (24–21 (OT) at Dallas) and 2009 (26–6 at Denver over the N.Y. Giants)!,Denver Broncos,positive,0.9918644428253174,"[0.00813558790832758, 0.0, 0.9918644428253174]"
Denver Broncos On SI,2024-11-28T15:00:00.000Z,#Broncos CB Pat Surtain II is a Long-Shot for DPoY History Suggests READ:,Denver Broncos,neutral,0.9818374514579773,"[0.008479746989905834, 0.9818374514579773, 0.009682798758149147]"
Denver Broncos hater,2024-11-28T14:46:19.000Z,Sean Payton and Bo Nix,Denver Broncos,neutral,0.9709078669548035,"[0.013172768987715244, 0.9709078669548035, 0.01591941900551319]"
Bri Amaranthus,2024-11-28T14:39:11.000Z,Who is the best NFL rookie QB? Denver Broncos' Bo Nix Chicago Bears' Caleb Williams Washington Commanders' Jayden Daniels #GoDucks #DaBears #BroncosCountry #RaiseHail,Denver Broncos,positive,0.9484995603561401,"[0.051500461995601654, 0.0, 0.9484995603561401]"
Jon Heath,2024-11-28T14:30:01.000Z,Jerry Jeudy is one of three former #Broncos players returning to Denver for MNF:,Denver Broncos,neutral,0.972284734249115,"[0.010813258588314056, 0.972284734249115, 0.016902029514312744]"
The Denver Post,2024-11-28T13:05:06.000Z,Broncos Super Bowl LIX odds: What sportsbooks think of Denver’s chances entering Thanksgiving weekend,Denver Broncos,neutral,0.9755489826202393,"[0.01023250725120306, 0.9755489826202393, 0.014218512922525406]"
Denver Broncos hater,2024-11-28T13:21:15.000Z,Congrats on being better than Zach Wilson and Sam Darnold,Denver Broncos,positive,0.9897430539131165,"[0.010256963782012463, 0.0, 0.9897430539131165]"
Zanesville News,2024-11-28T12:30:04.000Z,3 burning questions for Cleveland Browns to answer against Denver Broncos on MNF,Denver Broncos,neutral,0.9662385582923889,"[0.015077650547027588, 0.9662385582923889, 0.018683766946196556]"
Fort Morgan Times,2024-11-28T12:23:31.000Z,Keeler: Broncos’ Bo Nix just made Denver history. He doesn’t get there without Courtland Sutton.,Denver Broncos,positive,0.9409011006355286,"[0.05909886211156845, 0.0, 0.9409011006355286]"
Customteesensation,2024-11-28T12:00:20.000Z,UNRL x NFL Vol. 4 Denver Broncos Crossover Hoodie,Denver Broncos,neutral,0.9773123264312744,"[0.009787028655409813, 0.9773123264312744, 0.01290071289986372]"
QWIKET NFL,2024-11-28T11:51:10.000Z,#nfl #BroncosCountry Kyle Hamilton's recent change in usage may impact his individual defensive player (IDP) value as the Baltimore Ravens' safety adjusts to new responsibilities. Meanwhile Nik Bonitto of the Denver Broncos is on a roll boasting 10,Denver Broncos,neutral,0.9712550044059753,"[0.011592173017561436, 0.9712550044059753, 0.01715281791985035]"
Andrew Mason,2024-11-28T06:33:07.000Z,It’s a matchup thing. The one thing the Broncos defense has had trouble with is teams that have high-level speed/skill at 4+ WR/TE/RB spots. Miami got them for 70 (with a depleted D). Detroit got a full-strength D for 40+. BAL hit 40 with only Locke/Singleton out.,Denver Broncos,negative,1.0044066905975342,"[1.0044066905975342, 0.0, -0.004406649153679609]"
The Denver Post,2024-11-28T06:32:17.000Z,Broncos coach Sean Payton recalls two seasons coaching Jameis Winston: “He’s got this infectious personality”,Denver Broncos,positive,0.9502714276313782,"[0.04972858726978302, 0.0, 0.9502714276313782]"
Andrew Mason,2024-11-28T06:25:40.000Z,Yeah. Although Amari Cooper has changed things for them. And I fret about the TE matchup if it comes to pass. But the Broncos would go in already knowing they can win there. I also wouldn’t mind it because I enjoy trips to Buffalo. The town oozes character. My kinda place.,Denver Broncos,negative,1.7090476751327515,"[1.7090476751327515, 0.0, -0.7090477347373962]"
Andrew Mason,2024-11-28T06:22:40.000Z,I won’t answer that because so many Broncos players have been kind to me & I would inevitably leave out some. I can say that when I see now-retired players on an elevator at the stadium & we still go back & forth it brings me warmth. I’ve covered a lot of really good people.,Denver Broncos,positive,10.253591537475586,"[-9.253591537475586, -0.0, 10.253591537475586]"
The Denver Post,2024-11-28T06:01:47.000Z,Renck: Who’s ruining Thanksgiving now? The nonBolievers in Broncos quarterback Bo Nix.,Denver Broncos,negative,0.9607646465301514,"[0.9607646465301514, 0.0, 0.03923530876636505]"
Andrew Mason,2024-11-28T05:51:32.000Z,I’ll just focus on the last great Broncos team: 2015. Virgil Green Kayvon Webster Danny Trevathan and Ryan Harris were great glue guys who all stepped up. Bubba Caldwell’s contributions went beyond the box score. And there are plenty of others.,Denver Broncos,positive,2.4204764366149902,"[-1.4204763174057007, -0.0, 2.4204764366149902]"
The Denver Post,2024-11-28T05:31:13.000Z,Jonathon Cooper on Drew Sanders’ return to Broncos defense: “He’s going to ball”,Denver Broncos,positive,0.8607154488563538,"[0.13928452134132385, 0.0, 0.8607154488563538]"
Andrew Mason,2024-11-28T05:28:45.000Z,No Broncos practice tomorrow so it will be a rare quiet Thursday. Hope you’re enjoying this night before the holiday. Seems like a good time for a (roughly) 2/3 of the season AMA so … AMA,Denver Broncos,positive,0.9910995364189148,"[0.008900478482246399, 0.0, 0.9910995364189148]"
Mike Sanford,2024-11-28T05:11:06.000Z,Playoffs or Bust for these 2024 Denver Broncos. I’ve been saying it for over a month.,Denver Broncos,neutral,0.8762140274047852,"[0.10950575023889542, 0.8762140274047852, 0.014280256815254688]"
Christopher Cozby,2024-11-28T02:30:54.000Z,Question Of The Day: On January 12 2013 the Baltimore Ravens down the Denver Broncos in double overtime of the AFC Divisional Playoff. What was the final score? A. 36-33 B. 38-35 C. 40-37 D. 42-39 The answer will be announced tomorrow.,Denver Broncos,neutral,0.9822660088539124,"[0.0034101891797035933, 0.9822660088539124, 0.01432381384074688]"
JC,2024-11-28T01:59:46.000Z,My wish list 2/3 Rd 1 trade down Rd1 Loveland TE Rd 2 ayomanor wr Rd 3 tez johnson wr Rd 4 bashard smith rb Rd 5 monangai rb Rd 6 malachi moore S Rd 7 nick jackson LB,Denver Broncos,neutral,0.9772829413414001,"[0.010273591615259647, 0.9772829413414001, 0.012443511746823788]"
QWIKET NFL,2024-11-28T01:50:21.000Z,#nfl #BroncosCountry The Denver Broncos managed to contain Las Vegas Raiders defensive end Maxx Crosby last week preventing him from registering a sack for the first time since 2019. As they prepare for their upcoming game against the Cleveland Browns,Denver Broncos,negative,0.789603054523468,"[0.789603054523468, 0.2554791271686554, -0.04508218541741371]"
The Denver Post,2024-11-28T01:42:29.000Z,Broncos 2024 NFL power rankings tracker: How national experts rank Denver entering Week 13,Denver Broncos,neutral,0.9812808632850647,"[0.0087317219004035, 0.9812808632850647, 0.009987442754209042]"
Denver Broncos On SI,2024-11-28T01:30:21.000Z,#Broncos Predicted to Draft #Wolverines Playmaker in Round 1 by PFF READ:,Denver Broncos,neutral,0.9806775450706482,"[0.00874881912022829, 0.9806775450706482, 0.010573666542768478]"
The Dawgs - A Cleveland Browns Podcast,2024-11-28T01:26:22.000Z,On Monday night #Browns wide receiver Jerry Jeudy will return to Denver for the first time since being traded to Cleveland. Here are Jeudy's per game stats to watch: Broncos (2020-2023) - 54.4 yards - 17.4 yards after the catch - 0.16 touchdowns - 5.2 targets - 3.1 receptions,Denver Broncos,negative,0.5614967346191406,"[0.5614967346191406, 0.4520730972290039, -0.013569864444434643]"
george gomez,2024-11-28T01:23:59.000Z,Denver Broncos Mens Bracelet with Football Helmet & Natural Gemstone Beads - Bracelet for Men - Gift for Her via,Denver Broncos,neutral,0.9662134051322937,"[0.012230616062879562, 0.9662134051322937, 0.02155604027211666]"
Jeff-LJ-Lloyd,2024-11-28T00:27:34.000Z,Crossover Thursday on #Browns hope to continue the good vibes going in Primetime in Denver against the Broncos #Dawgpound,Denver Broncos,positive,0.9888759255409241,"[0.011124073527753353, 0.0, 0.9888759255409241]"
Andrew Mason,2024-11-28T00:15:38.000Z,How are the Bo Nix Broncos BETTER than last year? | Orange and Blue Today,Denver Broncos,positive,0.9837802052497864,"[0.016219791024923325, 0.0, 0.9837802052497864]"
"Ryan Tracy - Consultant, Content Creator",2024-11-28T00:15:07.000Z,In this AFC Squad show the crew the Kansas City Chiefs hanging on against the Carolina Panthers the Baltimore Ravens winning the Harbaugh Bowl the Denver Broncos beating the Las Vegas Raiders and why Bo Nix is the favorite for NFL Rookie of the Year why Lamar Jackson and,Denver Broncos,neutral,0.8887245655059814,"[0.02385876327753067, 0.8887245655059814, 0.08741670846939087]"
Ryan McGrane,2024-11-28T00:07:00.000Z,The NFL's Most Valuable Defense is the Minnesota Vikings with a RANY per play of +1.60 Top 5 most valuable defenses after Week 12: 1. Minnesota Vikings: +1.60 2. Denver Broncos: +1.51 3. Houston Texans: +1.32 4. Philadelphia Eagles: +1.22 5. Pittsburgh Steelers: +0.98,Denver Broncos,positive,0.9169572591781616,"[0.08304276317358017, 0.0, 0.9169572591781616]"
QWIKET NFL,2024-11-28T00:01:16.000Z,#nfl #BroncosCountry The Denver Broncos have signed inside linebacker Zach Cunningham from their practice squad to fill a spot on the 53-man roster. In a related move offensive lineman Calvin Throckmorton has been re-signed to the practice squad after,Denver Broncos,negative,0.6114737391471863,"[0.6114737391471863, 0.4065949618816376, -0.018068673089146614]"
Denver Broncos,2024-11-28T00:01:13.000Z,Ready for prime time. #WallpaperWednesday,Denver Broncos,positive,0.9787427186965942,"[0.021257322281599045, 0.0, 0.9787427186965942]"
Chasey || 49ers hate week || B-DAY DEC 1ST,2024-11-28T00:00:51.000Z,I don't like von miller he has a Denver Broncos banner he doesn't have the buffalo bills energy,Denver Broncos,negative,0.9847970008850098,"[0.9847970008850098, 0.0, 0.015202963724732399]"
Good Morning Football,2024-11-27T22:27:30.000Z,Bo Nix is getting a lot of attention in Denver Find out what is hearing about the #Broncos rookie QB sensation in Hour 2 of the #GMFB Podcast,Denver Broncos,negative,1.2198584079742432,"[1.2198584079742432, 0.0, -0.21985837817192078]"
Denver Sports 104.3,2024-11-27T22:15:00.000Z,Can the #Broncos have playoff success without being able to run the ball more consistently? #BroncosCountry |,Denver Broncos,negative,0.824332594871521,"[0.824332594871521, 0.1842140555381775, -0.00854670349508524]"
Denver Broncos,2024-11-27T22:11:02.000Z,We've promoted ILB Zach Cunningham to the active roster. »,Denver Broncos,neutral,0.931364893913269,"[0.01818360574543476, 0.931364893913269, 0.05045150965452194]"
QWIKET NFL,2024-11-27T22:10:30.000Z,#nfl #BroncosCountry Bo Nix the rookie quarterback for the Denver Broncos has turned his season around dramatically after a rough start. Initially struggling with only one touchdown and four interceptions in the first four games Nix has now joined an,Denver Broncos,negative,1.0052788257598877,"[1.0052788257598877, 0.0, -0.005278904922306538]"
DeHuff Uncensored - Podcast,2024-11-27T22:00:01.000Z,WATCH Deion Sanders was upset that Travis Hunter got snubbed on the Jim Thorpe award. Maybe it’s a good thing. In fact maybe it would be a good thing for Travis Hunter not to win the Heisman Trophy. The Denver Broncos should make the playoffs this year. Two goats 'detained',Denver Broncos,negative,0.5622746348381042,"[0.5622746348381042, 0.0, 0.43772536516189575]"
Canuto,2024-11-27T21:53:55.000Z,Los Broncos de Denver my beloved,Denver Broncos,positive,0.9846215844154358,"[0.015378390438854694, 0.0, 0.9846215844154358]"
Denver Broncos On SI,2024-11-27T21:48:18.000Z,#Broncos QB Bo Nix's Latest Achievement Puts Him in Hall-of-Fame Company READ:,Denver Broncos,positive,0.9178769588470459,"[0.08212307095527649, 0.0, 0.9178769588470459]"
Denver Sports 104.3,2024-11-27T21:46:19.000Z,"Sean Payton says the Broncos are ""smart enough"" to not look too far ahead with the playoffs a real possibility | by",Denver Broncos,neutral,0.9030190110206604,"[0.023623738437891006, 0.9030190110206604, 0.0733572244644165]"
Jeff Schudel,2024-11-27T21:40:55.000Z,"Cornerback Greg Newsome is spending time in the #Browns altitude room in Berea preparing to face the #Broncos Monday night because he ""got super super tired"" playing in Denver last year.",Denver Broncos,negative,0.7940146923065186,"[0.7940146923065186, 0.2155269980430603, -0.009541685692965984]"
Tom Gialanella,2024-11-27T20:24:01.000Z,The story of when the Denver Broncos Let Russ Cook:,Denver Broncos,neutral,0.9806515574455261,"[0.009668189100921154, 0.9806515574455261, 0.009680215269327164]"
Charlie Clifford,2024-11-27T20:18:46.000Z,Joe Burrow singles out Denver rookie Bo Nix as a QB who has impressed him behind the scenes this season. Broncos & Bengals have had a few mutual opponents. Plenty of good tape according to Burrow.,Denver Broncos,negative,1.0496410131454468,"[1.0496410131454468, 0.0, -0.04964098334312439]"
Denver Broncos,2024-11-27T20:13:01.000Z,Third fastest Bronco to reach 5 000 career receiving yards. #ProBowlVote »,Denver Broncos,negative,1.128611445426941,"[1.128611445426941, 0.0, -0.12861135601997375]"
TodayFeeds,2024-11-27T20:07:13.000Z,Broncos 2024 NFL power rankings tracker: How national experts rank Denver entering Week 13 #BreakingNews #Trending,Denver Broncos,neutral,0.9813222885131836,"[0.008610915392637253, 0.9813222885131836, 0.010066824965178967]"
Andrew Mason,2024-11-27T20:02:20.000Z,Indeed that was quite possibly the dumbest take around the Broncos ever to see the light of day,Denver Broncos,negative,0.9888293147087097,"[0.9888293147087097, 0.0, 0.011170664802193642]"
Art Stapleton,2024-11-27T19:52:15.000Z,I’m told former Broncos TE Greg Dulcich is traveling today from Denver to Dallas where he will meet the Giants his new team after being claimed on waivers yesterday.,Denver Broncos,neutral,0.9784477353096008,"[0.00926833413541317, 0.9784477353096008, 0.012284005992114544]"
NFL Digest,2024-11-27T19:39:29.000Z,#nfl #BroncosCountry Las Vegas Raiders running back Alexander Mattison is dealing with an ankle injury that kept him out of Week 12's game against the Denver Broncos. His participation in the upcoming Week 13 matchup against the Kansas City Chief...,Denver Broncos,negative,0.8263170123100281,"[0.8263170123100281, 0.18385030329227448, -0.010167239233851433]"
Grand Slam Picks,2024-11-27T19:38:10.000Z,New NFL Game Total: Cleveland Browns at Denver Broncos (-5.5) Total: 41.5. Total moved from 42.5 to 41.5. #BroncosCountry #DawgPound #NFL #NFLTwitter #NFLSpreads #NFLTotals,Denver Broncos,neutral,0.9671738147735596,"[0.012280009686946869, 0.9671738147735596, 0.02054620161652565]"
Pat McAfee,2024-11-27T18:43:30.000Z,The Denver Broncos are a good football team #PMSLive #BroncosCountry,Denver Broncos,positive,0.9912422895431519,"[0.008757715113461018, 0.0, 0.9912422895431519]"
Guerilla Sports,2024-11-27T18:11:50.000Z,GIVING THANKS TO THE DENVER BRONCOS | OFF FIELD | NOVEMBER 27 2024,Denver Broncos,positive,0.9870853424072266,"[0.012914691120386124, 0.0, 0.9870853424072266]"
Denver Sports 104.3,2024-11-27T18:07:19.000Z,Wil Lutz's 5 field-goal day in Las Vegas earned him another weekly honor and gave the Broncos their highest season total of AFC player-of-the-week honors since their Super Bowl 50 season | by,Denver Broncos,negative,1.048487901687622,"[1.048487901687622, 0.0, -0.04848792031407356]"
Denver Broncos On SI,2024-11-27T18:06:31.000Z,Sean Payton's Creativity Breathes New Life into #Broncos WR's Career READ:,Denver Broncos,positive,0.972005307674408,"[0.027994731441140175, 0.0, 0.972005307674408]"
Broncos PlusSports,2024-11-27T18:01:56.000Z,Thank you Dan! Seen a lot of this narrative from people who don’t watch every Denver game. Yes screens and check downs are a part of the SP offense doesn’t take away from a lot of these throws by Bo,Denver Broncos,positive,0.8037378191947937,"[0.1962621957063675, 0.0, 0.8037378191947937]"
Marcus Johnson,2024-11-27T18:01:17.000Z,New TDL with just dropped with the film review vs the Denver Broncos -Tyree Wilson -Tre Tucker -running game improvement And much more. Check it out below and subscribe,Denver Broncos,neutral,0.9819410443305969,"[0.07710468024015427, 0.9819410443305969, -0.05904567986726761]"
Mile High Moments,2024-11-27T18:00:00.000Z,#CLEvsDEN WEEK — Nov. 8 1981 — The Denver Broncos moved into sole possession of 1st place in the AFC West following their 23–20 OT win over the Cleveland Browns thanks to DS49's game-changing FF/FR! scored for CLE. TDs: Watson and Preston Game-winning FG: Steinfort,Denver Broncos,negative,1.211592197418213,"[1.211592197418213, 0.0, -0.2115921974182129]"
Mary Kay Cabot,2024-11-27T17:59:08.000Z,"ICYMI: My takeout on #Browns WR Jerry Jeudy who heads back to Denver to face the #Broncos on Monday night in an emotional week with his ""why"" emblazoned on his cleats:",Denver Broncos,negative,0.7362361550331116,"[0.7362361550331116, 0.2752957344055176, -0.011531916446983814]"
Denver Broncos,2024-11-27T17:57:01.000Z,"""[ 's] all about the action. The more he gets the more fun he has."" 's breaks down key plays from Broncos' Week 12 win vs. Raiders »",Denver Broncos,positive,0.9944376945495605,"[0.005562303122133017, 0.0, 0.9944376945495605]"
Denver Post Broncos,2024-11-27T15:55:00.000Z,Broncos DT Malcolm Roach proven to be valuable offseason addition,Denver Broncos,positive,0.9800485372543335,"[0.019951466470956802, 0.0, 0.9800485372543335]"
Let's Talk Broncos,2024-11-27T16:29:48.000Z,Denver Broncos Stock Up/Stock Down: Broncos Deliver Ugly Performance Defeat LV Anyways | By #Broncos #BroncosCountry #NFL #DenverBroncos #DENvsLV,Denver Broncos,negative,0.9108548760414124,"[0.9108548760414124, 0.0, 0.08914510905742645]"
Btgiftnest,2024-11-27T15:38:54.000Z,NFL Denver Broncos Family Have A Merry Christmas Sweater,Denver Broncos,positive,0.989447832107544,"[0.010552163235843182, 0.0, 0.989447832107544]"
QWIKET NFL,2024-11-27T15:29:38.000Z,#nfl #FlyEaglesFly Amon-Ra St. Brown had an impressive November catching 30 of 32 targets for 339 yards showcasing his ability to convert opportunities into significant yardage. Meanwhile rookie Devaughn Vele from the Denver Broncos continues to,Denver Broncos,positive,0.9828934073448181,"[0.0171065591275692, 0.0, 0.9828934073448181]"
UngarToTheMax,2024-11-27T15:15:57.000Z,Hey I’m UngarToTheMax. I’m on a quest to do a video collab for every game on the 2024 Browns schedule so I’m looking for a Denver Broncos fan to do a video collab with me for Week 13. Would you be interested in doing a collab with me?,Denver Broncos,neutral,0.908737063407898,"[0.02165648527443409, 0.908737063407898, 0.06960654258728027]"
Tom Moore,2024-11-27T15:12:51.000Z,Still surprised NFL did not flex this game out of MNF. Cleveland #Browns vs. Denver Broncos: Week 13 TV Map via,Denver Broncos,neutral,0.9477292895317078,"[0.04897373169660568, 0.9477292895317078, 0.003296966664493084]"
QWIKET NFL,2024-11-27T15:11:29.000Z,#nfl #BroncosCountry As Thanksgiving approaches fantasy football managers face crucial decisions in Week 13 of the NFL season. With playoffs on the horizon it's essential to make informed start-sit choices. Bo Nix of the Denver Broncos is a recommended,Denver Broncos,neutral,0.95260089635849,"[0.0163811594247818, 0.95260089635849, 0.03101789951324463]"
Denver Sports 104.3,2024-11-27T15:00:03.000Z,Sean Payton compared Broncos wide receiver Devaughn Vele to Marques Colston the Saints' all-time leading receiver this week ... and with good reason | by,Denver Broncos,neutral,0.8840763568878174,"[0.024344906210899353, 0.8840763568878174, 0.09157875180244446]"
Jeremy Cluff,2024-11-27T14:51:50.000Z,VOTE: What's your prediction for the Cleveland Browns vs Denver Broncos NFL Week 13 game on Monday Night Football? (Picks odds: #DawgPound #BroncosCountry #MNF #NFL,Denver Broncos,neutral,0.971452534198761,"[0.011264162138104439, 0.971452534198761, 0.0172833651304245]"
Denver Post Broncos,2024-11-27T14:11:51.000Z,NFL on Thanksgiving Day 2024: Here’s the schedule and how to watch,Denver Broncos,neutral,0.9735507965087891,"[0.0106598986312747, 0.9735507965087891, 0.015789294615387917]"
daniel kelley,2024-11-27T13:27:23.000Z,I know I'm not the first to say it but that was a gritty win by the Denver Broncos on Sunday. They are showing back bone and heart. They are farther along than I thought they would be. I'm genuinely excited for the next few years. #DenverBroncos #Milehighpride,Denver Broncos,positive,2.0305659770965576,"[-1.030565857887268, -0.0, 2.0305659770965576]"
NFL Transactions,2024-11-27T12:48:59.000Z,11/26/2024 NFL Transactions #NFL #NFLTransactions #NFLNews #FantasyFootball BRONCOS #Broncos #BroncosCountry - Calvin Throckmorton G: Waived by Denver (DEN),Denver Broncos,neutral,0.9809431433677673,"[0.00935876090079546, 0.9809431433677673, 0.009698070585727692]"
Orange and Brown Rpt,2024-11-27T12:39:47.000Z,The Cleveland #Browns and top receiver Jerry Jeudy are preparing to face his former team the Denver Broncos. The player the trade and contract as well as the future at the wide receiver position from -->,Denver Broncos,neutral,0.978205144405365,"[0.009408481419086456, 0.978205144405365, 0.012386330403387547]"
K99,2024-11-27T12:30:06.000Z,Denver Broncos Owners Hands Down Best In NFL And Here's Why,Denver Broncos,positive,0.9909220933914185,"[0.009077884256839752, 0.0, 0.9909220933914185]"
K99,2024-11-27T12:00:32.000Z,Date And Time Changed For Denver Broncos Game As Now People Care,Denver Broncos,neutral,0.9679602980613708,"[0.01266601774841547, 0.9679602980613708, 0.019373694434762]"
Firstname Lastname (Go Birds 9-2),2024-11-27T11:29:28.000Z,The Denver Broncos are in cap hell and are starting the rookie QB people were most certain was gonna be a bust and Sean Payton got them boys looking like a playoff team. Give me Nick Sirianni tho,Denver Broncos,negative,1.0002920627593994,"[1.0002920627593994, 0.0, -0.0002921190462075174]"
Barry Dreayer,2024-11-27T09:32:53.000Z,I have never heard Jaime but I say make it a 10-way tie. Man when you hear Charlie Jones’s voice you can’t help but think there is an afternoon NBC AFL game going on between the Denver Broncos and Floyd Little and the San Diego Chargers with Bambi,Denver Broncos,neutral,0.8697012066841125,"[0.036897435784339905, 0.8697012066841125, 0.09340143948793411]"
Tee Works USA,2024-11-27T09:05:00.000Z,Bo Nix Crazy Eyes Denver Broncos Shirt Capture the spirit of Bo Nix with this Denver Broncos-inspired design! #BoNixFans #BroncosCountry #FootballStyle,Denver Broncos,positive,0.9651946425437927,"[0.03480535373091698, 0.0, 0.9651946425437927]"
denver broncos fan page,2024-11-27T08:03:12.000Z,Just bc I was bored #BroncosCountry,Denver Broncos,negative,0.6502318382263184,"[0.6502318382263184, 0.0, 0.34976813197135925]"
Fun Football Podcast,2024-11-27T03:58:49.000Z,Fun Football Podcast's Top 10 Teams. 1. Detroit Lions 2. Buffalo Bills 3. Baltimore Ravens 4. Kansas City Chiefs 5. Green Bay Packers 6. Philadelphia Eagles 7. Pittsburgh Steelers 8. Minnesota Vikings 9.,Denver Broncos,positive,0.9121571183204651,"[0.08784286677837372, 0.0, 0.9121571183204651]"
Pro Service 64,2024-11-27T03:41:23.000Z,Inside the Locker Room | Week 11 Falcons vs Broncos Take a look inside the Atlanta Falcons&#x27; locker room during Week 11 against the Denver Broncos at Empower Field at Mile High.,Denver Broncos,neutral,0.9807267785072327,"[0.008737750351428986, 0.9807267785072327, 0.01053547766059637]"
Trading Teacher,2024-11-27T03:28:08.000Z,Raheem Morris on bouncing back and early preparations for matchup against Broncos | Press Conference Raheem Morris speaks to the media as the team begins preparations for its Week 11 matchup with the Denver Broncos.,Denver Broncos,neutral,0.9530996084213257,"[0.01471315324306488, 0.9530996084213257, 0.03218722715973854]"
Lakshmi C K,2024-11-27T03:22:08.000Z,Falcons vs. Broncos highlights Week 11 Watch highlights from the Week 11 matchup between the Atlanta Falcons and the Denver Broncos during the 2024 NFL season. #NFL,Denver Broncos,neutral,0.9814209342002869,"[0.008473017252981663, 0.9814209342002869, 0.01010613702237606]"
Denver Post Broncos,2024-11-27T03:21:12.000Z,Keeler: Las Vegas Raiders fans want CU Buffs QB Shedeur Sanders. Coach Prime? Not so much.,Denver Broncos,neutral,0.9698693156242371,"[0.014399537816643715, 0.9698693156242371, 0.015731140971183777]"
NFL Rumors,2024-11-27T03:19:28.000Z,UPDATE Shaq Barrett reportedly would be open to playing for the Denver #Broncos and Tampa Bay #Buccaneers It would make the Miami #Dolphins have to release him to make that happen.,Denver Broncos,neutral,0.9780374765396118,"[0.010473914444446564, 0.9780374765396118, 0.011488559655845165]"
Steram all sports events,2024-11-27T02:18:53.000Z,Falcons at Work | Week 11 Refresher 11.15.24 Refresh your eyes and thirst with our weekly recap of our favorite images from week eleven practices ahead of the Sunday matchup against the Denver Broncos presented by Gatorade / FastTwitch.,Denver Broncos,negative,0.8718909025192261,"[0.8718909025192261, 0.20133285224437714, -0.07322373986244202]"
